DateTime	Source	Title	lang	search_keywords	Label	preprocessed_text	km_label	NounChunks
2019-10-08 09:39:21	UrduPoint	"صدر مملکت عارف علوی نے سی پیک اتھارٹی آرڈیننس پر دستخط کردیئے
سی پیک اتھارٹی آرڈیننس کا اطلاق پورے پاکستان میں ہوگا ، وزیراعظم عمران خان اتھارٹی کے سربراہ ہوں گے"	ur	1	CPEC	صدر مملکت عارف علوی پیک اتھارٹی آرڈیننس دستخط پیک اتھارٹی آرڈیننس اطلاق پورے پاکستان وزیراعظم عمران خان اتھارٹی سربراہ	3	['صدر مملکت عارف علوی', 'سی پیک اتھارٹی آرڈیننس', 'دستخط کردیئے', 'سی پیک اتھارٹی آرڈیننس', 'اطلاق', 'پورے پاکستان', 'وزیراعظم عمران خان اتھارٹی', 'سربراہ']
2019-10-08 13:42:49	UrduPoint	پاکستان اور چین سی پیک کو معاشی و معاشی ترقی، صنعتی انقلاب اور جدید زراعتی نظام کے عمل انگیز کے طور پر استوار کرنے جا رہے ہیں، پاکستان اقتصادی سفارتکاری پر خصوصی توجہ ... مزید	ur	1	CPEC	پاکستان چین پیک معاشی و معاشی ترقی صنعتی انقلاب جدید زراعتی نظام عمل انگیز استوار پاکستان اقتصادی سفارتکاری خصوصی توجہ	4	['پاکستان', 'چین', 'سی پیک', 'معاشی ترقی،', 'صنعتی انقلاب', 'جدید زراعتی نظام', 'عمل انگیز', 'طور', 'ہیں، پاکستان', 'اقتصادی سفارتکاری', 'خصوصی توجہ ...']
2019-10-08 14:49:21	UrduPoint	"چین کی پاکستان کو قومی مفاد کے ایشو میں بھرپور تعاون کی یقین دہانی 
وزیراعظم اور چینی ہم منصب کے درمیان ملاقات،مقبوضہ کشمیر کی صورتحال اورسی پیک کے منصوبوں پرتبادلہ خیال،چینی ... مزید"	ur	1	CPEC	چین پاکستان قومی مفاد ایشو بھرپور تعاون یقین دہانی وزیراعظم چینی منصب ملاقات مقبوضہ کشمیر حال پیک منصوبوں تبادلہ خیال چینی	4	['چین', 'پاکستان', 'قومی مفاد', 'ایشو', 'بھرپور تعاون', 'یقین دہانی وزیراعظم', 'چینی', 'منصب', 'درمیان', 'ملاقات،مقبوضہ کشمیر', 'صورتحال', 'اورسی پیک', 'منصوبوں پرتبادلہ', 'خیال،چینی ...']
2019-10-08 15:40:54	UrduPoint	"وفاقی حکومت کی سردمہری اور ان کا رویہ قابل افسوس ہے، سعید غنی
سی پیک میں کے سی آر کو شامل نہ کرنا زیادتی کے مترادف ہے،صوبائی وزیر"	ur	1	CPEC	وفاقی حکومت سردمہری رویہ قابل افسوس سعید غنی پیک آر شامل زیادتی مترادف صوبائی وزیر	4	['وفاقی حکومت', 'سردمہری', 'رویہ', 'قابل افسوس ہے،', 'سعید غنی', 'سی پیک', 'سی آر', 'زیادتی', 'مترادف ہے،صوبائی وزیر']
2019-10-08 15:59:06	UrduPoint	"کراچی سرکولر ریلوے پر وفاقی حکومت کی سردمہری قابل افسوس ہے،سعید غنی
حالیہ دورے کے دوران وزیراعظم نے سی پیک پر جو نکات رکھے گئے ہیں، ان میں کے سی آر کو شامل نہ کرنا صوبہ ... مزید"	ur	1	CPEC	کراچی سرکولر ریلوے وفاقی حکومت سردمہری قابل افسوس سعید غنی حالیہ دورے وزیراعظم پیک نکات آر شامل صوبہ	4	['کراچی سرکولر ریلوے', 'وفاقی حکومت', 'سردمہری قابل افسوس', 'ہے،سعید غنی', 'حالیہ دورے', 'دوران وزیراعظم', 'سی پیک', 'نکات', 'ہیں،', 'سی آر', 'صوبہ ...']
2019-10-08 16:43:10	UrduPoint	وفاقی حکومت نے سی پیک اتھارٹی  بارے صدارتی آرڈیننس جاری کرکے شاندار اقدامات کئے،انوار الحق رامے	ur	1	CPEC	وفاقی حکومت پیک اتھارٹی صدارتی آرڈیننس جاری شاندار اقدامات انوار الحق رامے	3	['وفاقی حکومت', 'سی پیک اتھارٹی بارے', 'صدارتی آرڈیننس', 'جاری کرکے', 'شاندار اقدامات', 'کئے،انوار الحق رامے']
2019-10-09 14:28:52	UrduPoint	"پاکستان اور چین نے سی پیک کے تحت اربوں ڈالر مالیت کے ایم ایل۔ ون منصوبے کو حتمی شکل دے دی ہے، 

کراچی سے پشاور تک ریلوے ٹریک کی لمبائی تقریبا 1800 کلومیٹر ہوگی اور نیا سگنلنگ ... مزید"	ur	1	CPEC	پاکستان چین پیک اربوں ڈالر مالیت ایم ایل ون منصوبے حتمی شکل کراچی پشاور ریلوے ٹریک لمبائی تقریبا کلو میٹر ہوگی نیا سگنلنگ	4	['پاکستان', 'چین', 'سی پیک', 'تحت اربوں ڈالر مالیت', 'ایم ایل۔ ون منصوبے', 'حتمی شکل', 'ہے، کراچی', 'پشاور', 'ریلوے ٹریک', 'لمبائی', 'نیا سگنلنگ ...']
2019-10-09 14:30:33	UrduPoint	"پاکستان اور چین قریبی دوست، شراکت دار اور آہنی برادرز ہیں، پاکستان غربت کے خاتمہ کیلئے چین کے تجربات سے استفادہ کرنا چاہتا ہے، 

سی پیک کی تکمیل موجودہ حکومت کی اولین ... مزید"	ur	1	CPEC	پاکستان چین قریبی دوست شراکت دار آہنی برادرز پاکستان غربت خاتمہ کیلئے چین تجربات استفادہ چاہتا پیک تکمیل موجودہ حکومت اولین	4	['پاکستان', 'چین', 'قریبی دوست، شراکت دار', 'آہنی برادرز ہیں، پاکستان غربت', 'خاتمہ', 'چین', 'تجربات', 'استفادہ', 'ہے،', 'سی پیک', 'تکمیل', 'موجودہ حکومت', 'اولین ...']
2019-10-10 09:31:52	UrduPoint	سی پیک کے دوسرے مرحلے کی تکمیل سے روزگار کے مواقع پیدا کرنے میں مدد ملے گی، حکام سی پیک اتھارٹی	ur	1	CPEC	پیک مرحلے تکمیل روزگار مواقع پیدا مدد ملے حکام پیک اتھارٹی	3	['سی پیک', 'دوسرے مرحلے', 'تکمیل', 'روزگار', 'مواقع پیدا', 'مدد', 'گی، حکام', 'سی پیک اتھارٹی']
2019-10-11 06:53:51	UrduPoint	پاک چین صنعتی تعاون کو فروغ دینے کے لئے جامع فریم ورک تیار کیا جا رہا ہے، حکام سی پیک اتھارٹی	ur	1	CPEC	پاک چین صنعتی تعاون فروغ جامع فریم ورک تیار حکام پیک اتھارٹی	3	['پاک چین', 'صنعتی تعاون', 'فروغ', 'لئے', 'جامع فریم ورک', 'ہے، حکام', 'سی پیک اتھارٹی']
2019-10-11 06:53:51	UrduPoint	وزیراعظم کا دورہ چین سی پیک کے نئے منصوبوں میں مددگار ثابت ہوگا، حسن دائودبٹ	ur	1	CPEC	وزیراعظم دورہ چین پیک نئے منصوبوں مددگار ثابت حسن دائودبٹ	4	['وزیراعظم', 'دورہ چین', 'سی پیک', 'نئے منصوبوں', 'مددگار ثابت ہوگا، حسن دائودبٹ']
2019-10-11 06:53:51	UrduPoint	چین کے چیف پلانرکنگ ژی وانگ کا سی پیک کے تحت جاری منصوبوں کی معیاری اور بروقت تکمیل پر اطمینان کا اظہار	ur	1	CPEC	چین چیف پلانرکنگ ژی وانگ پیک جاری منصوبوں معیاری بروقت تکمیل اطمینان اظہار	4	['چین', 'چیف پلانرکنگ ژی وانگ', 'سی پیک', 'تحت', 'جاری منصوبوں', 'بروقت تکمیل', 'اطمینان', 'اظہار']
2019-10-09 14:29:00	Voice Of America	ترکی کی شام میں فوجی کارروائی کا آغاز	ur	1	TurkishArmy	ترکی شام فوجی کارروائی آغاز	0	['ترکی', 'شام', 'فوجی کارروائی', 'آغاز']
2019-10-09 14:29:47	Voice Of America	ترکی نے شام میں فوجی کارروائی کا آغاز کر دیا	ur	1	TurkishArmy	ترکی شام فوجی کارروائی آغاز	0	['ترکی', 'شام', 'فوجی کارروائی', 'آغاز']
2019-10-10 07:11:25	UrduPoint	"ترکی شام میں کرد جنگجوؤں کیخلاف فوجی کارروائی روک دے‘یورپی یونین
یورپی یونین شام میں مجوزہ ’’سیف زون‘‘ کے قیام کے لیے کوئی رقم نہیں دے گی"	ur	1	TurkishArmy	ترکی شام کرد جنگجوؤں کیخلاف فوجی کارروائی روک یورپی یونین یورپی یونین شام مجوزہ سیف زون قیام رقم	0	['ترکی شام', 'کرد جنگجوؤں کیخلاف فوجی کارروائی', 'دے‘یورپی یونین', 'یورپی یونین شام', 'مجوزہ ’’سیف زون‘‘', 'قیام', 'رقم']
2019-10-10 09:06:06	UrduPoint	"شام میں ترک فوجی کارروائی پر عالمی برادری چلا اٹھی
صدر سلامتی کونسل کا ترکی سے شہریوں کی جان ومال کا حفاظت یقینی بنانے اور تحمل کا مظاہرہ کرنے کا مطالبہ"	ur	1	TurkishArmy	شام ترک فوجی کارروائی عالمی برادری چلا اٹھی صدر سلامتی کونسل ترکی شہریوں جان ومال حفاظت یقینی بنانے تحمل مظاہرہ مطالبہ	0	['شام', 'ترک فوجی کارروائی', 'عالمی برادری', 'صدر', 'سلامتی کونسل', 'ترکی', 'شہریوں', 'جان ومال', 'حفاظت', 'تحمل', 'مظاہرہ', 'مطالبہ']
2019-10-10 09:06:06	UrduPoint	"ترکی کی فوجی کارروائی کے بعد شام میں بڑے پیمانے پرلوگوں کی نقل مکانی
ْ راس العین سے نقل مکانی کرنے والے افراد جنوبی علاقے الحسکہ کی طرف جنوب کی طرف جا رہے ہیں"	ur	1	TurkishArmy	ترکی فوجی کارروائی شام بڑے پیمانے پرلوگوں نقل مکانی ْ راس العین نقل مکانی افراد جنوبی علاقے الحسکہ جنوب	0	['ترکی', 'فوجی کارروائی', 'بعد شام', 'بڑے پیمانے پرلوگوں', 'نقل مکانی ْ راس العین', 'نقل مکانی', 'افراد', 'جنوبی علاقے الحسکہ', 'طرف جنوب', 'طرف']
2019-10-10 09:54:39	UrduPoint	عالمی برادری کیشام میں ترک فوجی کارروائی کی مذمت	ur	1	TurkishArmy	عالمی برادری کیشام ترک فوجی کارروائی مذمت	0	['عالمی برادری کیشام', 'ترک فوجی کارروائی', 'مذمت']
2019-10-10 13:33:37	Voice Of America	ترک فوجی کارروائی پر غور کے لئے اقوام متحدہ کا اجلاس آج	ur	1	TurkishArmy	ترک فوجی کارروائی غور اقوام متحدہ اجلاس آج	0	['ترک فوجی کارروائی', 'غور', 'لئے اقوام متحدہ', 'اجلاس آج']
2019-10-11 05:45:18	UrduPoint	سلامتی کونسل کے رکن یورپی ممالک کا ترکی سے شام میں فوجی کارروائی روکنے کا مطالبہ	ur	1	TurkishArmy	سلامتی کونسل رکن یورپی ممالک ترکی شام فوجی کارروائی روکنے مطالبہ	0	['سلامتی کونسل', 'رکن', 'یورپی ممالک', 'ترکی', 'شام', 'فوجی کارروائی', 'مطالبہ']
2019-09-20 08:15:16	UrduPoint	کشمیریوں سے اظہار یکجہتی کی قرارداد پنجاب اسمبلی میں جمع	ur	1	Kashmir	کشمیریوں اظہار یکجہتی قرار داد پنجاب اسمبلی جمع	7	['کشمیریوں', 'اظہار یکجہتی', 'قرارداد', 'پنجاب اسمبلی']
2019-09-20 09:43:47	UrduPoint	سیالکوٹ، کشمیریوں سے اظہار یکجہتی کے لیے ریلی	ur	1	Kashmir	سیالکوٹ کشمیریوں اظہار یکجہتی ریلی	7	['سیالکوٹ، کشمیریوں', 'اظہار یکجہتی', 'ریلی']
2019-09-20 10:15:17	UrduPoint	ضلعی انتظامیہ اور ڈسٹرکٹ ایجوکیشن اتھارٹی کے اشتراک سے کشمیری خواتین کے وقار کی بحالی اور ان سے اظہار یکجہتی کیلئے ریلی کا انعقاد	ur	1	Kashmir	ضلعی انتظامیہ ڈسٹرکٹ ایجوکیشن اتھارٹی اشتراک کشمیری خواتین وقار بحالی اظہار یکجہتی کیلئے ریلی انعقاد	7	['ضلعی انتظامیہ', 'ڈسٹرکٹ ایجوکیشن اتھارٹی', 'اشتراک', 'کشمیری خواتین', 'وقار', 'بحالی', 'اظہار', 'ریلی', 'انعقاد']
2019-09-20 10:25:15	UrduPoint	وکلاء کشمیری مسلمانوں سے اظہار یکجہتی کیلئے 23 ستمبر کو کنونشن اور ریلی کا انعقاد کریں گے، محمد ارشد اعوان ایڈووکیٹ	ur	1	Kashmir	وکلاء کشمیری مسلمانوں اظہار یکجہتی کیلئے ستمبر کنونشن ریلی انعقاد محمد ارشد اعوان ایڈووکیٹ	7	['وکلاء', 'کشمیری مسلمانوں', 'اظہار', 'ستمبر', 'کنونشن', 'ریلی', 'انعقاد', 'گے، محمد ارشد اعوان ایڈووکیٹ']
2019-09-20 10:35:21	UrduPoint	ہرنائی میں کشمیریوں سے اظہار یکجہتی ریلی،احتجاجی مظاہرہ	ur	1	Kashmir	ہرنائی کشمیریوں اظہار یکجہتی ریلی احتجاجی مظاہرہ	7	['ہرنائی', 'کشمیریوں', 'اظہار یکجہتی', 'ریلی،احتجاجی مظاہرہ']
2019-09-20 10:49:09	UrduPoint	مقبوضہ کشمیر کی مظلوم و محکوم کشمیری خواتین کے ساتھ اظہار یکجہتی کے لیے محکمہ ترقی نسواں کے زیر اہتمام یکجہتی ریلی کا انعقاد	ur	1	Kashmir	مقبوضہ کشمیر مظلوم و محکوم کشمیری خواتین اظہار یکجہتی محکمہ ترقی نسواں زیر اہتمام یکجہتی ریلی انعقاد	7	['مقبوضہ کشمیر', 'مظلوم', 'محکوم', 'کشمیری خواتین', 'ساتھ اظہار یکجہتی', 'محکمہ ترقی نسواں', 'زیر اہتمام یکجہتی ریلی', 'انعقاد']
2019-09-20 11:50:23	UrduPoint	ڈیرہ مرادجمالی میں کشمیریوں سے اظہار یکجہتی کیلئے ریلی نکالی گئی	ur	1	Kashmir	ڈیرہ مرادجمالی کشمیریوں اظہار یکجہتی کیلئے ریلی نکالی	7	['ڈیرہ مرادجمالی', 'کشمیریوں', 'اظہار', 'ریلی']
2019-09-20 13:02:41	UrduPoint	شیخوپورہ ،ضلعی انتظامیہ کے زیر اہتمام کشمیری بھائیوں سے اظہار یکجہتی اور بھارتی مظالم کیخلاف سیمینار اور خواتین کی ریلی کا انعقاد کیا گیا	ur	1	Kashmir	شیخوپورہ ضلعی انتظامیہ زیر اہتمام کشمیری بھائیوں اظہار یکجہتی بھارتی مظالم کیخلاف سیمینار خواتین ریلی انعقاد	7	['شیخوپورہ', '،ضلعی انتظامیہ', 'زیر اہتمام', 'کشمیری بھائیوں', 'اظہار یکجہتی', 'بھارتی مظالم', 'کیخلاف سیمینار', 'خواتین', 'ریلی', 'انعقاد']
2019-09-20 13:46:35	UrduPoint	"کشمیر پاکستانیوں کی رگوں میں خون کی طرح دو ڑتا ہے ،مسرت جمشید چیمہ 

چیئر پرسن قائمہ کمیٹی داخلہ کی قیادت میں کاشانہ ہوم کی بچیوں نے کشمیریوں سے اظہار یکجہتی کیلئے ریلی ... مزید"	ur	1	Kashmir	کشمیر پاکستانیوں رگوں خون ڑتا مسرت جمشید چیمہ چیئر پرسن قائمہ کمیٹی داخلہ قیادت کاشانہ ہوم بچیوں کشمیریوں اظہار یکجہتی کیلئے ریلی	7	['کشمیر پاکستانیوں', 'رگوں', 'خون', 'طرح', '،مسرت جمشید چیمہ چیئر پرسن قائمہ کمیٹی داخلہ', 'قیادت', 'کاشانہ ہوم', 'بچیوں', 'کشمیریوں', 'اظہار', 'ریلی ...']
2019-09-20 13:59:49	UrduPoint	مظفرگڑھ,کشمیری عوام سے اظہار یکجہتی کیلئی ریلیاں نکالی گئیں	ur	1	Kashmir	مظفرگڑھ کشمیری عوام اظہار یکجہتی کیلئی ریلیاں نکالی گئیں	7	['مظفرگڑھ,کشمیری عوام', 'اظہار یکجہتی', 'کیلئی ریلیاں']
